3fa624bd19b67a2f	First National Bank of Omaha	Sr. Associate, Mortgage Business Analyst	Remote in Omaha, NE	DA	SENIOR_LEVEL	Estimated $81.2K - $103K a year
bfe490df5c288f77	Massachusetts Bay Transportation Authority	Senior Data Analyst	Boston, MA	DA	SENIOR_LEVEL	$100,000 a year
79e9ee83059dfd99	National Funding	Senior Data Systems Analyst	San Diego, CA 92121 (University City area)	DA	SENIOR_LEVEL	$101,000 - $151,000 a year
f2884b617aaf0143	BAE Systems	Senior Configuration/Data Management Analyst (Hybrid)	Nashua, NH 03064	DA	SENIOR_LEVEL	$89,650 - $152,460 a year
a5310570eb1649f5	Radiant Digital	Senior Quality Analyst with FSFN and Child welfare and agile exp	Tallahassee, FL 32301	DA	SENIOR_LEVEL	Estimated $96.7K - $122K a year
a476a6ef36e1f4bd	Connvertex Technologies Inc.	Business Analyst	Hybrid remote in Pittsburgh, PA 15222	DA	SENIOR_LEVEL	$50 - $55 an hour
0ade88abce9342ad	Cerritos College	FT Sr. Applications Analyst (Programmer) - Remote assignment may be considered	Remote in Norwalk, CA 90650	DA	SENIOR_LEVEL	$102,281.16 - $123,280.80 a year
59a6efcab0ace164	Alcon	Business Analyst/Sr. Analyst	Fort Worth, TX	DA	SENIOR_LEVEL	Estimated $83.7K - $106K a year
e222d25911fd1e88	The MITRE Corporation	EPMO Business Analyst	Hybrid remote in McLean, VA	DA	SENIOR_LEVEL	NA
3661101dbcf78047	Na Oiwi Kane	Senior Logistics Analyst	San Diego, CA	DA	SENIOR_LEVEL	Estimated $75.4K - $95.5K a year
f2d43e7875a83058	Logistics Management Institute	Business Analyst	Washington, DC	DA	SENIOR_LEVEL	Estimated $80.3K - $102K a year
79c720a43b34e722	Connvertex Technologies Inc.	Business Analyst (P&C Experience) Only Virginia located candidates	Henrico, VA 23075	DA	SENIOR_LEVEL	$100,000 a year
cc3feebc42977631	J. Paul Getty Trust, The	Senior Budget Analyst	Hybrid remote in Los Angeles, CA 90049	DA	SENIOR_LEVEL	NA
b5b840816f08aa29	Leidos	Sr Business Analyst	Maryland	DA	SENIOR_LEVEL	$84,500 - $152,750 a year
402186df02a16b08	Rochester City School District	SENIOR INFORMATION SERVICES BUSINESS ANALYST	Rochester, NY	DA	SENIOR_LEVEL	$55,000 - $100,000 a year
ef3258fd81c7594f	Penske Truck Leasing and Logistics	Senior Logistics Analyst	Dearborn, MI 48120	DA	SENIOR_LEVEL	Estimated $68K - $86.1K a year
ecd02df919aacc07	AETOS	Senior Business Intelligence Analyst	Chantilly, VA 20151	DA	SENIOR_LEVEL	Estimated $93K - $118K a year
ea4fcdf1696fe6cf	DISH	Senior Business Analyst - Wireless Operations	Littleton, CO 80120	DA	SENIOR_LEVEL	$83,950 - $119,900 a year
927e3e85584ee3f0	Na Oiwi Kane	Data Science and Analytics Operations Research Analyst – Sr. SME	Colorado Springs, CO	DA	SENIOR_LEVEL	$90,245 a year
da8e7d2ba09e4179	Walmart	Senior Analyst, Record to Report	Bentonville, AR 72712	DA	SENIOR_LEVEL	NA
7051045098b8a76e	Antech Diagnostics	Sr. Business Analyst - Salesforce	New York, NY 10013 (Tribeca area)	DA	SENIOR_LEVEL	$88,200 - $110,000 a year
ff1ac5082c215f6c	Walmart	Senior Analyst, Record to Report	Bentonville, AR 72712	DA	SENIOR_LEVEL	NA
10581cc574a704cf	Johns Hopkins University	Sr. Research Data Analyst	Remote in Baltimore, MD 21205	DA	SENIOR_LEVEL	$55,200 - $96,600 a year
4e6570d69f5555ac	ProNix Inc	Data Analyst	Houston, TX 77086	DA	SENIOR_LEVEL	NA
1ac13ea8aef2aa74	The State of Florida	SENIOR DATA BASE ANALYST	Tallahassee, FL 32399	DA	SENIOR_LEVEL	$54,880.20 - $60,657.00 a year
fef77a4732faa553	Johns Hopkins University	Sr. Data Analyst	Hybrid remote in Baltimore, MD 21218	DA	SENIOR_LEVEL	$62,300 - $109,000 a year
c248bba6ca2946cc	Infocodec Solutions	Business Analyst with Payment domain Exp	East Pittsburgh, PA 15112	DA	SENIOR_LEVEL	$54,738.89 - $119,490.48 a year
290cd61bf80d22e0	BOEING	Senior Staff Analyst (Level 4) (Onsite)	Renton, WA	DA	SENIOR_LEVEL	Estimated $93.1K - $118K a year
b2448c27beda16b2	Innovecture	Quantum Treasury Business Analyst	Remote	DA	SENIOR_LEVEL	Estimated $108K - $137K a year
76b10e39b04a50d0	MANDO TECHNOLOGIES INC	Sr Tableau Consultant	Irving, TX 75038	DA	SENIOR_LEVEL	Estimated $119K - $151K a year
4c82864ea6bd3c87	GS1 Consulting	Senior Business Analyst (724763) 12/05/2023	Hybrid remote in Indianapolis, IN 46204	DA	SENIOR_LEVEL	$40.75 an hour
fe57c71065831ab4	Microsoft	Data & Analytics Sales Operations Lead	United States	DA	SENIOR_LEVEL	$124,800 - $266,800 a year
e245fb446a478f05	Info Origin	Senior Business Analyst	Indianapolis, IN 46204 (Downtown area)	DA	SENIOR_LEVEL	$35 - $40 an hour
0ea2d9874264948e	Burns & McDonnell	Senior Data Governance Analyst - Corporate IT	Kansas City, MO	DA	SENIOR_LEVEL	Estimated $94.7K - $120K a year
09c4432be1b76ed1	Premier Brands of America, Inc.	Senior Business Analyst/Accountant	Hybrid remote in White Plains, NY 10601	DA	SENIOR_LEVEL	$110,000 - $130,000 a year
44fae2c8b7a6a842	Talent Group	Salesforce Business Analyst (Service Focused)	Sunnyvale, CA 94085 (East Murphy area)	DA	SENIOR_LEVEL	$130,000 - $140,000 a year
9406b18abccb3a8b	Arthur Grand Technologies Inc	BIA Senior Business Analyst	Woodlawn, MD	DA	SENIOR_LEVEL	Estimated $88.6K - $112K a year
96e95c9238548aab	NLB Technology Services	AEM Guides Business Analyst	Remote	DA	SENIOR_LEVEL	NA
2ab8c3a4613b1e00	Capital One	Sr Business Analyst	McLean, VA	DA	SENIOR_LEVEL	NA
ae38508dbc11643b	Arthur Grand Technologies Inc	BIA Senior Business Analyst(Disaster Recovery & Business Continuity)	Woodlawn, MD	DA	SENIOR_LEVEL	Estimated $93.3K - $118K a year
68566f55a204ede4	Johns Hopkins University	Sr. Grants & Contracts Analyst	Remote in Baltimore, MD 21205	DA	SENIOR_LEVEL	$62,300 - $109,000 a year
65e9c246d198d924	Johnson & Johnson	SENIOR ANALYST CONTRACTING SOLUTIONS	Raritan, NJ	DA	SENIOR_LEVEL	Estimated $93.1K - $118K a year
